Date,Open,High,Low,Close,Adj Close,Volume,GTIM
2015-01-02,7.030000,7.940000,6.880000,7.630000,7.630000,251300,GTIM
2015-01-05,7.640000,7.640000,7.000000,7.300000,7.300000,149900,GTIM
2015-01-06,7.310000,7.350000,7.100000,7.100000,7.100000,84600,GTIM
2015-01-07,7.130000,7.570000,7.130000,7.530000,7.530000,140500,GTIM
2015-01-08,7.600000,7.750000,7.370000,7.580000,7.580000,84500,GTIM
2015-01-09,7.650000,7.650000,7.320000,7.370000,7.370000,49900,GTIM
2015-01-12,7.340000,7.350000,7.100000,7.350000,7.350000,54900,GTIM
2015-01-13,7.270000,7.440000,7.180000,7.430000,7.430000,36900,GTIM
2015-01-14,7.300000,7.360000,6.900000,6.950000,6.950000,63800,GTIM
2015-01-15,6.950000,6.960000,6.650000,6.880000,6.880000,35500,GTIM
2015-01-16,6.790000,7.080000,6.620000,6.830000,6.830000,60200,GTIM
2015-01-20,6.810000,7.400000,6.760000,7.110000,7.110000,66100,GTIM
2015-01-21,7.130000,7.130000,6.800000,6.900000,6.900000,34800,GTIM
2015-01-22,6.750000,7.130000,6.730000,6.860000,6.860000,25500,GTIM
2015-01-23,6.910000,7.100000,6.850000,6.850000,6.850000,41000,GTIM
2015-01-26,6.850000,7.050000,6.850000,6.850000,6.850000,13800,GTIM
2015-01-27,6.870000,7.090000,6.600000,7.090000,7.090000,50600,GTIM
2015-01-28,7.000000,7.180000,6.920000,7.120000,7.120000,36900,GTIM
2015-01-29,7.120000,7.650000,7.020000,7.480000,7.480000,145600,GTIM
2015-01-30,7.460000,7.860000,7.170000,7.420000,7.420000,185200,GTIM
2015-02-02,7.460000,7.500000,7.290000,7.330000,7.330000,15500,GTIM
2015-02-03,7.350000,7.450000,7.050000,7.080000,7.080000,55600,GTIM
2015-02-04,7.040000,7.190000,7.030000,7.110000,7.110000,20500,GTIM
2015-02-05,7.160000,7.190000,7.100000,7.190000,7.190000,26700,GTIM
2015-02-06,7.220000,7.340000,7.120000,7.270000,7.270000,31700,GTIM
2015-02-09,7.210000,7.310000,6.920000,7.220000,7.220000,86400,GTIM
2015-02-10,7.370000,7.420000,7.000000,7.290000,7.290000,110800,GTIM
2015-02-11,7.500000,8.320000,7.370000,8.320000,8.320000,384800,GTIM
2015-02-12,8.350000,8.350000,7.900000,8.160000,8.160000,103100,GTIM
2015-02-13,8.120000,8.350000,8.050000,8.230000,8.230000,62700,GTIM
2015-02-17,8.400000,8.490000,8.050000,8.250000,8.250000,230500,GTIM
2015-02-18,8.360000,8.360000,8.110000,8.190000,8.190000,16000,GTIM
2015-02-19,null,null,null,null,null,null,GTIM
2015-02-20,8.330000,8.330000,8.190000,8.290000,8.290000,21200,GTIM
2015-02-23,8.200000,8.370000,8.040000,8.370000,8.370000,42600,GTIM
2015-02-24,8.400000,8.730000,8.300000,8.470000,8.470000,105300,GTIM
2015-02-25,8.490000,8.530000,8.160000,8.430000,8.430000,46300,GTIM
2015-02-26,8.350000,8.490000,8.200000,8.440000,8.440000,28600,GTIM
2015-02-27,8.510000,8.510000,8.270000,8.390000,8.390000,24700,GTIM
2015-03-02,8.370000,8.690000,8.030000,8.260000,8.260000,77000,GTIM
2015-03-03,8.220000,8.480000,8.060000,8.450000,8.450000,40100,GTIM
2015-03-04,8.380000,8.380000,8.060000,8.320000,8.320000,23800,GTIM
2015-03-05,8.260000,8.440000,8.060000,8.390000,8.390000,33900,GTIM
2015-03-06,8.310000,8.330000,8.060000,8.080000,8.080000,38800,GTIM
2015-03-09,8.010000,8.340000,8.010000,8.180000,8.180000,34700,GTIM
2015-03-10,8.120000,8.280000,7.920000,8.170000,8.170000,50900,GTIM
2015-03-11,null,null,null,null,null,null,GTIM
2015-03-12,8.000000,8.030000,7.530000,7.790000,7.790000,90500,GTIM
2015-03-13,7.790000,7.960000,7.560000,7.830000,7.830000,77600,GTIM
2015-03-16,7.760000,7.970000,7.740000,7.740000,7.740000,27400,GTIM
2015-03-17,7.700000,7.910000,7.550000,7.870000,7.870000,47700,GTIM
2015-03-18,7.740000,7.930000,7.600000,7.820000,7.820000,10200,GTIM
2015-03-19,null,null,null,null,null,null,GTIM
2015-03-20,7.600000,8.050000,7.600000,7.670000,7.670000,70600,GTIM
2015-03-23,7.720000,7.960000,7.670000,7.760000,7.760000,16200,GTIM
2015-03-24,7.850000,7.980000,7.750000,7.760000,7.760000,23600,GTIM
2015-03-25,7.790000,7.890000,7.640000,7.700000,7.700000,34100,GTIM
2015-03-26,7.520000,7.640000,7.500000,7.570000,7.570000,19500,GTIM
2015-03-27,7.560000,7.570000,7.350000,7.430000,7.430000,35000,GTIM
2015-03-30,7.420000,7.440000,7.050000,7.290000,7.290000,47100,GTIM
2015-03-31,7.260000,7.280000,6.970000,7.190000,7.190000,27600,GTIM
2015-04-01,7.190000,7.190000,6.580000,6.910000,6.910000,55000,GTIM
2015-04-02,6.810000,7.650000,6.810000,7.250000,7.250000,99100,GTIM
2015-04-06,7.250000,7.500000,7.220000,7.390000,7.390000,12500,GTIM
2015-04-07,7.500000,7.660000,7.500000,7.510000,7.510000,9300,GTIM
2015-04-08,7.590000,7.670000,7.410000,7.420000,7.420000,20400,GTIM
2015-04-09,7.620000,7.640000,7.490000,7.520000,7.520000,17100,GTIM
2015-04-10,7.600000,7.890000,7.520000,7.770000,7.770000,24500,GTIM
2015-04-13,7.780000,7.840000,7.690000,7.840000,7.840000,18300,GTIM
2015-04-14,7.840000,7.840000,7.690000,7.760000,7.760000,4600,GTIM
2015-04-15,null,null,null,null,null,null,GTIM
2015-04-16,null,null,null,null,null,null,GTIM
2015-04-17,7.890000,8.050000,7.700000,7.910000,7.910000,14600,GTIM
2015-04-20,8.000000,8.080000,7.830000,7.900000,7.900000,23600,GTIM
2015-04-21,null,null,null,null,null,null,GTIM
2015-04-22,null,null,null,null,null,null,GTIM
2015-04-23,8.110000,8.230000,8.040000,8.150000,8.150000,15400,GTIM
2015-04-24,8.130000,8.270000,8.050000,8.060000,8.060000,14700,GTIM
2015-04-27,8.100000,8.290000,8.090000,8.290000,8.290000,9300,GTIM
2015-04-28,8.220000,8.330000,8.040000,8.200000,8.200000,70200,GTIM
2015-04-29,8.200000,8.200000,7.400000,7.810000,7.810000,117100,GTIM
2015-04-30,7.770000,7.860000,7.260000,7.420000,7.420000,60200,GTIM
2015-05-01,7.410000,8.260000,7.310000,8.230000,8.230000,97900,GTIM
2015-05-04,8.250000,8.540000,7.810000,8.440000,8.440000,160600,GTIM
2015-05-05,8.950000,9.850000,8.900000,9.080000,9.080000,1640000,GTIM
2015-05-06,9.050000,9.450000,8.990000,9.120000,9.120000,116900,GTIM
2015-05-07,9.050000,9.240000,9.020000,9.170000,9.170000,57300,GTIM
2015-05-08,9.260000,9.370000,9.140000,9.350000,9.350000,71300,GTIM
2015-05-11,9.400000,9.540000,9.040000,9.080000,9.080000,198700,GTIM
2015-05-12,9.060000,9.850000,9.030000,9.830000,9.830000,127800,GTIM
2015-05-13,10.080000,10.190000,9.050000,9.250000,9.250000,335700,GTIM
2015-05-14,9.060000,9.310000,9.000000,9.050000,9.050000,123400,GTIM
2015-05-15,9.400000,9.500000,9.220000,9.360000,9.360000,169700,GTIM
2015-05-18,9.420000,9.520000,9.160000,9.230000,9.230000,102900,GTIM
2015-05-19,null,null,null,null,null,null,GTIM
2015-05-20,9.500000,9.520000,9.280000,9.520000,9.520000,82400,GTIM
2015-05-21,9.530000,9.620000,9.350000,9.410000,9.410000,70500,GTIM
2015-05-22,9.430000,9.550000,9.300000,9.450000,9.450000,97800,GTIM
2015-05-26,9.470000,9.500000,9.250000,9.370000,9.370000,63400,GTIM
2015-05-27,9.440000,9.440000,9.230000,9.360000,9.360000,49000,GTIM
2015-05-28,9.360000,9.370000,8.950000,9.030000,9.030000,74800,GTIM
2015-05-29,9.000000,9.200000,8.950000,9.180000,9.180000,58200,GTIM
2015-06-01,null,null,null,null,null,null,GTIM
2015-06-02,9.150000,9.150000,8.910000,9.080000,9.080000,28000,GTIM
2015-06-03,null,null,null,null,null,null,GTIM
2015-06-04,9.120000,9.120000,8.960000,9.120000,9.120000,34300,GTIM
2015-06-05,9.070000,9.280000,8.960000,9.240000,9.240000,127800,GTIM
2015-06-08,9.170000,9.300000,9.000000,9.100000,9.100000,101700,GTIM
2015-06-09,null,null,null,null,null,null,GTIM
2015-06-10,9.030000,9.130000,8.990000,9.130000,9.130000,51800,GTIM
2015-06-11,9.130000,9.620000,9.120000,9.530000,9.530000,90800,GTIM
2015-06-12,9.530000,9.530000,9.250000,9.310000,9.310000,35600,GTIM
2015-06-15,9.320000,9.340000,9.240000,9.250000,9.250000,35200,GTIM
2015-06-16,9.240000,9.390000,9.160000,9.200000,9.200000,79900,GTIM
2015-06-17,9.100000,9.500000,9.100000,9.390000,9.390000,161500,GTIM
2015-06-18,9.460000,9.500000,9.250000,9.260000,9.260000,56200,GTIM
2015-06-19,9.250000,9.570000,9.210000,9.570000,9.570000,108700,GTIM
2015-06-22,9.620000,9.980000,9.570000,9.900000,9.900000,189700,GTIM
2015-06-23,9.960000,9.960000,9.710000,9.890000,9.890000,33200,GTIM
2015-06-24,9.900000,9.900000,9.200000,9.200000,9.200000,117500,GTIM
2015-06-25,9.200000,9.390000,9.120000,9.310000,9.310000,53500,GTIM
2015-06-26,9.340000,9.390000,9.000000,9.230000,9.230000,220700,GTIM
2015-06-29,9.180000,9.240000,8.530000,8.600000,8.600000,100800,GTIM
2015-06-30,8.620000,9.310000,8.620000,8.810000,8.810000,95600,GTIM
2015-07-01,8.840000,9.420000,8.640000,8.690000,8.690000,112500,GTIM
2015-07-02,8.660000,8.960000,8.660000,8.810000,8.810000,33300,GTIM
2015-07-06,8.810000,9.350000,8.760000,9.340000,9.340000,56000,GTIM
2015-07-07,9.340000,9.500000,8.950000,9.170000,9.170000,65700,GTIM
2015-07-08,8.990000,9.280000,8.700000,9.030000,9.030000,233500,GTIM
2015-07-09,9.100000,9.200000,8.910000,9.030000,9.030000,34700,GTIM
2015-07-10,9.070000,9.150000,8.820000,8.850000,8.850000,55100,GTIM
2015-07-13,8.900000,9.170000,8.900000,9.010000,9.010000,38700,GTIM
2015-07-14,9.050000,9.100000,8.770000,8.770000,8.770000,29000,GTIM
2015-07-15,8.740000,8.950000,8.650000,8.670000,8.670000,49600,GTIM
2015-07-16,8.670000,8.810000,8.610000,8.700000,8.700000,23800,GTIM
2015-07-17,8.720000,8.730000,7.930000,8.460000,8.460000,204000,GTIM
2015-07-20,8.430000,8.500000,8.290000,8.350000,8.350000,79200,GTIM
2015-07-21,8.320000,8.340000,7.840000,8.260000,8.260000,92600,GTIM
2015-07-22,8.470000,8.500000,7.980000,8.170000,8.170000,72400,GTIM
2015-07-23,8.240000,8.240000,7.830000,7.920000,7.920000,102900,GTIM
2015-07-24,7.900000,8.150000,7.750000,7.960000,7.960000,47700,GTIM
2015-07-27,7.900000,7.920000,7.540000,7.550000,7.550000,28800,GTIM
2015-07-28,7.590000,8.000000,7.510000,7.740000,7.740000,75300,GTIM
2015-07-29,7.710000,8.000000,7.600000,7.890000,7.890000,40500,GTIM
2015-07-30,7.850000,7.850000,7.680000,7.720000,7.720000,49000,GTIM
2015-07-31,7.830000,8.220000,7.720000,8.140000,8.140000,82100,GTIM
2015-08-03,8.160000,8.310000,7.790000,7.970000,7.970000,30300,GTIM
2015-08-04,7.910000,8.110000,7.820000,8.040000,8.040000,34900,GTIM
2015-08-05,8.110000,8.550000,8.040000,8.540000,8.540000,80200,GTIM
2015-08-06,8.560000,8.560000,7.880000,8.110000,8.110000,81700,GTIM
2015-08-07,8.090000,8.310000,7.890000,8.310000,8.310000,54000,GTIM
2015-08-10,8.310000,8.310000,7.790000,7.920000,7.920000,78200,GTIM
2015-08-11,7.900000,8.050000,7.250000,7.260000,7.260000,136700,GTIM
2015-08-12,null,null,null,null,null,null,GTIM
2015-08-13,null,null,null,null,null,null,GTIM
2015-08-14,7.530000,7.570000,7.050000,7.300000,7.300000,85400,GTIM
2015-08-17,null,null,null,null,null,null,GTIM
2015-08-18,7.200000,7.390000,6.900000,7.020000,7.020000,81700,GTIM
2015-08-19,7.030000,7.060000,6.370000,6.510000,6.510000,92000,GTIM
2015-08-20,6.680000,6.680000,5.980000,6.120000,6.120000,158300,GTIM
2015-08-21,6.020000,6.570000,5.800000,6.470000,6.470000,143100,GTIM
2015-08-24,6.250000,6.510000,6.070000,6.290000,6.290000,58000,GTIM
2015-08-25,6.470000,7.440000,6.470000,6.500000,6.500000,77000,GTIM
2015-08-26,6.700000,6.700000,6.170000,6.360000,6.360000,46900,GTIM
2015-08-27,6.440000,6.790000,6.330000,6.750000,6.750000,50400,GTIM
2015-08-28,6.750000,7.100000,6.680000,7.030000,7.030000,63400,GTIM
2015-08-31,6.980000,6.980000,6.680000,6.900000,6.900000,39900,GTIM
2015-09-01,null,null,null,null,null,null,GTIM
2015-09-02,null,null,null,null,null,null,GTIM
2015-09-03,null,null,null,null,null,null,GTIM
2015-09-04,6.600000,6.800000,6.590000,6.790000,6.790000,18800,GTIM
2015-09-08,7.020000,7.430000,6.810000,6.840000,6.840000,60600,GTIM
2015-09-09,6.840000,6.950000,6.770000,6.830000,6.830000,43600,GTIM
2015-09-10,null,null,null,null,null,null,GTIM
2015-09-11,null,null,null,null,null,null,GTIM
2015-09-14,null,null,null,null,null,null,GTIM
2015-09-15,6.630000,6.710000,6.550000,6.580000,6.580000,23800,GTIM
2015-09-16,null,null,null,null,null,null,GTIM
2015-09-17,6.720000,6.900000,6.710000,6.900000,6.900000,12300,GTIM
2015-09-18,6.800000,7.400000,6.780000,7.380000,7.380000,63700,GTIM
2015-09-21,null,null,null,null,null,null,GTIM
2015-09-22,7.000000,7.660000,6.810000,6.840000,6.840000,66600,GTIM
2015-09-23,6.880000,6.990000,6.360000,6.510000,6.510000,92200,GTIM
2015-09-24,6.470000,6.940000,6.370000,6.640000,6.640000,38700,GTIM
2015-09-25,6.590000,6.970000,6.260000,6.380000,6.380000,162600,GTIM
2015-09-28,6.250000,6.300000,6.090000,6.260000,6.260000,55000,GTIM
2015-09-29,6.230000,6.620000,6.190000,6.290000,6.290000,64200,GTIM
2015-09-30,6.340000,6.450000,6.120000,6.250000,6.250000,25000,GTIM
2015-10-01,null,null,null,null,null,null,GTIM
2015-10-02,null,null,null,null,null,null,GTIM
2015-10-05,null,null,null,null,null,null,GTIM
2015-10-06,null,null,null,null,null,null,GTIM
2015-10-07,null,null,null,null,null,null,GTIM
2015-10-08,null,null,null,null,null,null,GTIM
2015-10-09,null,null,null,null,null,null,GTIM
2015-10-12,null,null,null,null,null,null,GTIM
2015-10-13,null,null,null,null,null,null,GTIM
2015-10-14,null,null,null,null,null,null,GTIM
2015-10-15,null,null,null,null,null,null,GTIM
2015-10-16,null,null,null,null,null,null,GTIM
2015-10-19,null,null,null,null,null,null,GTIM
2015-10-20,null,null,null,null,null,null,GTIM
2015-10-21,null,null,null,null,null,null,GTIM
2015-10-22,null,null,null,null,null,null,GTIM
2015-10-23,null,null,null,null,null,null,GTIM
2015-10-26,6.320000,6.520000,6.160000,6.230000,6.230000,72700,GTIM
2015-10-27,6.240000,6.280000,6.040000,6.110000,6.110000,82200,GTIM
2015-10-28,6.120000,6.380000,6.120000,6.290000,6.290000,14500,GTIM
2015-10-29,6.260000,6.290000,6.110000,6.140000,6.140000,22800,GTIM
2015-10-30,null,null,null,null,null,null,GTIM
2015-11-02,null,null,null,null,null,null,GTIM
2015-11-03,null,null,null,null,null,null,GTIM
2015-11-04,5.970000,5.970000,5.780000,5.830000,5.830000,19000,GTIM
2015-11-05,null,null,null,null,null,null,GTIM
2015-11-06,null,null,null,null,null,null,GTIM
2015-11-09,null,null,null,null,null,null,GTIM
2015-11-10,null,null,null,null,null,null,GTIM
2015-11-11,null,null,null,null,null,null,GTIM
2015-11-12,null,null,null,null,null,null,GTIM
2015-11-13,null,null,null,null,null,null,GTIM
2015-11-16,null,null,null,null,null,null,GTIM
2015-11-17,null,null,null,null,null,null,GTIM
2015-11-18,null,null,null,null,null,null,GTIM
2015-11-19,null,null,null,null,null,null,GTIM
2015-11-20,null,null,null,null,null,null,GTIM
2015-11-23,null,null,null,null,null,null,GTIM
2015-11-24,null,null,null,null,null,null,GTIM
2015-11-25,null,null,null,null,null,null,GTIM
2015-11-27,null,null,null,null,null,null,GTIM
2015-11-30,null,null,null,null,null,null,GTIM
2015-12-01,null,null,null,null,null,null,GTIM
2015-12-02,null,null,null,null,null,null,GTIM
2015-12-03,null,null,null,null,null,null,GTIM
2015-12-04,null,null,null,null,null,null,GTIM
2015-12-07,null,null,null,null,null,null,GTIM
2015-12-08,null,null,null,null,null,null,GTIM
2015-12-09,null,null,null,null,null,null,GTIM
2015-12-10,null,null,null,null,null,null,GTIM
2015-12-11,null,null,null,null,null,null,GTIM
2015-12-14,4.340000,4.580000,4.270000,4.400000,4.400000,57500,GTIM
2015-12-15,null,null,null,null,null,null,GTIM
2015-12-16,null,null,null,null,null,null,GTIM
2015-12-17,null,null,null,null,null,null,GTIM
2015-12-18,null,null,null,null,null,null,GTIM
2015-12-21,4.720000,4.840000,4.430000,4.590000,4.590000,151700,GTIM
2015-12-22,4.540000,4.770000,4.530000,4.700000,4.700000,70400,GTIM
2015-12-23,null,null,null,null,null,null,GTIM
2015-12-24,4.640000,4.980000,4.640000,4.850000,4.850000,62900,GTIM
2015-12-28,4.860000,4.940000,4.590000,4.690000,4.690000,79200,GTIM
2015-12-29,null,null,null,null,null,null,GTIM
2015-12-30,null,null,null,null,null,null,GTIM
2015-12-31,4.550000,4.830000,4.420000,4.800000,4.800000,98700,GTIM
2016-01-04,4.710000,4.980000,4.470000,4.880000,4.880000,88200,GTIM
2016-01-05,4.860000,5.280000,4.860000,5.170000,5.170000,95600,GTIM
2016-01-06,5.050000,5.160000,4.920000,5.130000,5.130000,71100,GTIM
2016-01-07,5.050000,5.080000,4.730000,4.730000,4.730000,112300,GTIM
2016-01-08,4.790000,4.900000,4.680000,4.710000,4.710000,62300,GTIM
2016-01-11,4.690000,4.780000,4.670000,4.730000,4.730000,28400,GTIM
2016-01-12,null,null,null,null,null,null,GTIM
2016-01-13,null,null,null,null,null,null,GTIM
2016-01-14,null,null,null,null,null,null,GTIM
2016-01-15,null,null,null,null,null,null,GTIM
2016-01-19,4.060000,4.160000,3.960000,4.150000,4.150000,24800,GTIM
2016-01-20,4.120000,4.130000,3.860000,4.080000,4.080000,44200,GTIM
2016-01-21,4.060000,4.110000,3.970000,4.100000,4.100000,34800,GTIM
2016-01-22,4.120000,4.350000,4.020000,4.340000,4.340000,56100,GTIM
2016-01-25,4.300000,4.340000,4.080000,4.180000,4.180000,22000,GTIM
2016-01-26,4.260000,4.420000,4.110000,4.280000,4.280000,44300,GTIM
2016-01-27,null,null,null,null,null,null,GTIM
2016-01-28,null,null,null,null,null,null,GTIM
2016-01-29,null,null,null,null,null,null,GTIM
2016-02-01,4.080000,4.240000,4.000000,4.080000,4.080000,19800,GTIM
2016-02-02,4.010000,4.150000,4.000000,4.020000,4.020000,7900,GTIM
2016-02-03,4.030000,4.190000,3.940000,4.030000,4.030000,12800,GTIM
2016-02-04,4.030000,4.160000,3.890000,3.910000,3.910000,4800,GTIM
2016-02-05,null,null,null,null,null,null,GTIM
2016-02-08,3.910000,3.910000,3.790000,3.830000,3.830000,71200,GTIM
2016-02-09,3.800000,3.870000,3.640000,3.670000,3.670000,74400,GTIM
2016-02-10,null,null,null,null,null,null,GTIM
2016-02-11,null,null,null,null,null,null,GTIM
2016-02-12,null,null,null,null,null,null,GTIM
2016-02-16,3.680000,3.980000,3.510000,3.930000,3.930000,116500,GTIM
2016-02-17,4.000000,4.190000,3.760000,4.110000,4.110000,57800,GTIM
2016-02-18,4.140000,4.140000,4.040000,4.120000,4.120000,41100,GTIM
2016-02-19,4.130000,4.280000,4.100000,4.140000,4.140000,16800,GTIM
2016-02-22,4.080000,4.170000,3.980000,4.120000,4.120000,56700,GTIM
2016-02-23,4.270000,4.270000,4.080000,4.170000,4.170000,41700,GTIM
2016-02-24,4.090000,4.340000,4.080000,4.280000,4.280000,165000,GTIM
2016-02-25,4.290000,4.290000,4.020000,4.080000,4.080000,14100,GTIM
2016-02-26,null,null,null,null,null,null,GTIM
2016-02-29,4.010000,4.300000,4.000000,4.240000,4.240000,35300,GTIM
2016-03-01,4.240000,4.290000,3.980000,4.180000,4.180000,16400,GTIM
2016-03-02,4.190000,4.350000,4.110000,4.260000,4.260000,28100,GTIM
2016-03-03,4.340000,4.590000,4.330000,4.570000,4.570000,45000,GTIM
2016-03-04,null,null,null,null,null,null,GTIM
2016-03-07,4.400000,4.500000,4.350000,4.390000,4.390000,36900,GTIM
2016-03-08,4.360000,4.520000,4.300000,4.310000,4.310000,46500,GTIM
2016-03-09,4.350000,4.500000,4.280000,4.330000,4.330000,5300,GTIM
2016-03-10,4.320000,4.440000,4.110000,4.120000,4.120000,26600,GTIM
2016-03-11,null,null,null,null,null,null,GTIM
2016-03-14,4.240000,4.370000,4.160000,4.220000,4.220000,8700,GTIM
2016-03-15,4.190000,4.200000,4.080000,4.080000,4.080000,18500,GTIM
2016-03-16,4.060000,4.240000,3.750000,3.950000,3.950000,30800,GTIM
2016-03-17,3.930000,4.010000,3.850000,3.890000,3.890000,46000,GTIM
2016-03-18,3.920000,4.120000,3.890000,3.990000,3.990000,35500,GTIM
2016-03-21,4.000000,4.450000,4.000000,4.210000,4.210000,75600,GTIM
2016-03-22,4.000000,4.150000,3.980000,4.100000,4.100000,12400,GTIM
2016-03-23,4.090000,4.250000,3.960000,3.970000,3.970000,23700,GTIM
2016-03-24,3.980000,4.210000,3.930000,4.000000,4.000000,26300,GTIM
2016-03-28,4.020000,4.090000,3.800000,3.940000,3.940000,59700,GTIM
2016-03-29,3.930000,4.090000,3.870000,4.040000,4.040000,34400,GTIM
2016-03-30,null,null,null,null,null,null,GTIM
2016-03-31,4.030000,4.100000,3.980000,3.980000,3.980000,8500,GTIM
2016-04-01,3.960000,4.170000,3.880000,4.000000,4.000000,14500,GTIM
2016-04-04,4.090000,4.230000,3.900000,3.970000,3.970000,29500,GTIM
2016-04-05,3.990000,4.000000,3.810000,3.830000,3.830000,53900,GTIM
2016-04-06,3.830000,4.000000,3.780000,3.870000,3.870000,97100,GTIM
2016-04-07,null,null,null,null,null,null,GTIM
2016-04-08,3.860000,3.900000,3.740000,3.750000,3.750000,18100,GTIM
2016-04-11,3.810000,3.820000,3.660000,3.670000,3.670000,62200,GTIM
2016-04-12,3.700000,3.780000,3.660000,3.740000,3.740000,138200,GTIM
2016-04-13,null,null,null,null,null,null,GTIM
2016-04-14,3.910000,4.160000,3.860000,4.110000,4.110000,111000,GTIM
2016-04-15,null,null,null,null,null,null,GTIM
2016-04-18,4.070000,4.140000,3.970000,4.050000,4.050000,15400,GTIM
2016-04-19,null,null,null,null,null,null,GTIM
2016-04-20,4.030000,4.080000,3.810000,3.830000,3.830000,36100,GTIM
2016-04-21,3.880000,3.890000,3.760000,3.790000,3.790000,21400,GTIM
2016-04-22,3.760000,3.890000,3.700000,3.700000,3.700000,26300,GTIM
2016-04-25,3.730000,3.870000,3.700000,3.710000,3.710000,27400,GTIM
2016-04-26,3.710000,3.880000,3.580000,3.590000,3.590000,126200,GTIM
2016-04-27,3.620000,3.690000,3.340000,3.580000,3.580000,192600,GTIM
2016-04-28,3.560000,3.640000,3.350000,3.390000,3.390000,41900,GTIM
